timestamp,co2 ['ppm'],humidity [],open_status [],temperature ['oC']
2021-11-01 00:10:00+00:00,419,51,0,18.1
2021-11-01 00:20:00+00:00,418,51,0,18.1
2021-11-01 00:30:00+00:00,448,51,0,18.1
2021-11-01 00:40:00+00:00,418,51,0,18
2021-11-01 00:55:00+00:00,447,51,0,18
2021-11-01 01:05:00+00:00,416,51,0,18.1
2021-11-01 01:15:00+00:00,447,51,0,18.1
2021-11-01 01:25:00+00:00,417,51,0,18.1
2021-11-01 01:35:00+00:00,445,51,0,18.1
2021-11-01 01:40:00+00:00,444,51,0,18.1
2021-11-01 01:50:00+00:00,447,51,0,18
2021-11-01 02:00:00+00:00,416,50,0,18.1
2021-11-01 02:10:00+00:00,416,50,0,18.1
2021-11-01 02:20:00+00:00,419,50,0,18.1
2021-11-01 02:35:00+00:00,447,50,0,18
2021-11-01 02:45:00+00:00,420,50,0,18
2021-11-01 02:55:00+00:00,417,50,0,18
2021-11-01 03:05:00+00:00,446,50,0,18
2021-11-01 03:10:00+00:00,417,50,0,18
2021-11-01 03:20:00+00:00,432,50,0,18
2021-11-01 03:30:00+00:00,419,50,0,18
2021-11-01 03:40:00+00:00,419,50,0,18
2021-11-01 03:50:00+00:00,415,50,0,18.1
2021-11-01 03:55:00+00:00,414,50,0,18.1
2021-11-01 04:05:00+00:00,416,50,0,18.1
2021-11-01 04:15:00+00:00,411,50,0,18.1
2021-11-01 04:25:00+00:00,413,50,0,18.1
2021-11-01 04:35:00+00:00,410,50,0,18.1
2021-11-01 04:40:00+00:00,411,50,0,18.1
2021-11-01 04:50:00+00:00,411,50,0,18.1
2021-11-01 05:00:00+00:00,411,50,0,18.1
2021-11-01 05:10:00+00:00,409,50,0,18.1
2021-11-01 05:25:00+00:00,435,50,0,18
2021-11-01 05:35:00+00:00,405,50,0,18
2021-11-01 05:45:00+00:00,408,50,0,18
2021-11-01 05:55:00+00:00,411,50,0,18
2021-11-01 06:05:00+00:00,406,50,0,18
2021-11-01 06:10:00+00:00,426,50,0,18
2021-11-01 06:20:00+00:00,408,50,0,18
2021-11-01 06:30:00+00:00,407,50,0,18
2021-11-01 06:40:00+00:00,410,50,0,18
2021-11-01 06:45:00+00:00,408,50,0,18
2021-11-01 06:55:00+00:00,406,50,0,18
2021-11-01 07:05:00+00:00,405,50,0,18
2021-11-01 07:15:00+00:00,405,50,0,18
2021-11-01 07:20:00+00:00,406,50,0,18
2021-11-01 07:30:00+00:00,406,50,0,17.9
2021-11-01 07:40:00+00:00,432,50,0,17.9
2021-11-01 07:50:00+00:00,430,50,0,17.9
2021-11-01 08:05:00+00:00,400,50,0,17.9
2021-11-01 08:15:00+00:00,427,50,0,17.9
2021-11-01 08:25:00+00:00,395,50,0,17.8
2021-11-01 08:30:00+00:00,397,50,0,17.8
2021-11-01 08:40:00+00:00,422,50,0,17.8
2021-11-01 08:50:00+00:00,405,50,0,17.8
2021-11-01 09:00:00+00:00,406,50,0,17.9
2021-11-01 09:10:00+00:00,432,50,0,17.9
2021-11-01 09:15:00+00:00,432,50,0,17.9
2021-11-01 09:25:00+00:00,402,50,0,17.9
2021-11-01 09:35:00+00:00,428,50,0,17.9
2021-11-01 09:45:00+00:00,420,49,0,17.9
2021-11-01 09:55:00+00:00,401,49,0,17.9
2021-11-01 10:10:00+00:00,437,49,0,18
2021-11-01 10:20:00+00:00,418,49,0,18.1
2021-11-01 10:30:00+00:00,431,49,0,18.1
2021-11-01 10:40:00+00:00,444,49,0,18.2
2021-11-01 10:45:00+00:00,419,49,0,18.2
2021-11-01 10:55:00+00:00,416,49,0,18.2
2021-11-01 11:05:00+00:00,412,49,0,18.2
2021-11-01 11:15:00+00:00,410,49,0,18.2
2021-11-01 11:20:00+00:00,414,49,0,18.2
2021-11-01 11:30:00+00:00,410,49,0,18.2
2021-11-01 11:40:00+00:00,437,49,0,18.2
2021-11-01 11:50:00+00:00,407,49,0,18.2
2021-11-01 12:05:00+00:00,410,49,0,18.3
2021-11-01 12:15:00+00:00,411,49,0,18.3
2021-11-01 12:25:00+00:00,416,49,0,18.3
2021-11-01 12:30:00+00:00,435,49,0,18.3
2021-11-01 12:40:00+00:00,413,49,0,18.4
2021-11-01 12:55:00+00:00,454,49,0,18.5
2021-11-01 13:05:00+00:00,429,49,0,18.5
2021-11-01 13:15:00+00:00,429,49,0,18.6
2021-11-01 13:20:00+00:00,442,49,0,18.6
2021-11-01 13:30:00+00:00,470,49,0,18.6
2021-11-01 13:40:00+00:00,468,49,0,18.6
2021-11-01 13:45:00+00:00,467,49,0,18.6
2021-11-01 13:55:00+00:00,468,49,0,18.6
2021-11-01 14:05:00+00:00,450,49,0,18.6
2021-11-01 14:10:00+00:00,458,49,0,18.6
2021-11-01 14:20:00+00:00,434,49,0,18.6
2021-11-01 14:30:00+00:00,427,48,0,18.6
2021-11-01 14:45:00+00:00,420,48,0,18.6
2021-11-01 14:55:00+00:00,419,48,0,18.6
2021-11-01 15:05:00+00:00,418,48,0,18.6
2021-11-01 15:10:00+00:00,446,48,0,18.6
2021-11-01 15:20:00+00:00,417,48,0,18.6
2021-11-01 15:30:00+00:00,436,48,0,18.6
2021-11-01 15:35:00+00:00,420,48,0,18.6
2021-11-01 15:45:00+00:00,419,48,0,18.6
2021-11-01 15:55:00+00:00,418,48,0,18.7
2021-11-01 16:00:00+00:00,449,48,0,18.7
2021-11-01 16:10:00+00:00,441,48,0,18.8
2021-11-01 16:35:00+00:00,481,48,0,18.9
2021-11-01 16:45:00+00:00,481,48,0,18.9
2021-11-01 17:00:00+00:00,452,48,0,18.9
2021-11-01 17:10:00+00:00,483,48,0,18.9
2021-11-01 17:25:00+00:00,469,48,0,18.9
2021-11-01 17:35:00+00:00,466,48,0,18.9
2021-11-01 17:50:00+00:00,502,48,0,19
2021-11-01 18:00:00+00:00,515,48,0,19
2021-11-01 18:15:00+00:00,476,48,0,19
2021-11-01 18:30:00+00:00,484,48,0,19
2021-11-01 18:40:00+00:00,496,48,0,18.9
2021-11-01 18:45:00+00:00,483,48,0,18.9
2021-11-01 18:55:00+00:00,514,48,0,18.9
2021-11-01 19:10:00+00:00,475,48,0,18.9
2021-11-01 19:20:00+00:00,472,48,0,18.8
2021-11-01 19:25:00+00:00,480,48,0,18.8
2021-11-01 19:35:00+00:00,473,48,0,18.8
