timestamp,co2 ['ppm'],humidity [],open_status [],temperature ['oC']
2021-11-01 10:30:00+00:00,392,41,0,21.9
2021-11-01 10:45:00+00:00,396,41,0,22
2021-11-01 10:55:00+00:00,416,42,0,20.8
2021-11-01 11:05:00+00:00,405,41,0,21.8
2021-11-01 11:15:00+00:00,393,40,0,22.1
2021-11-01 11:20:00+00:00,420,39,0,22.2
2021-11-01 11:30:00+00:00,389,39,0,22.4
2021-11-01 11:40:00+00:00,415,39,0,22.2
2021-11-01 11:50:00+00:00,395,38,0,22.6
2021-11-01 11:55:00+00:00,387,38,0,22.5
2021-11-01 12:05:00+00:00,390,38,0,22.5
2021-11-01 12:15:00+00:00,411,39,0,21.6
2021-11-01 12:25:00+00:00,386,39,0,21.5
2021-11-01 12:30:00+00:00,390,40,0,21.4
2021-11-01 12:40:00+00:00,385,39,0,21.8
2021-11-01 12:50:00+00:00,407,40,0,21
2021-11-01 12:55:00+00:00,407,40,0,21
2021-11-01 13:05:00+00:00,410,38,0,22.3
2021-11-01 13:15:00+00:00,384,38,0,22.5
2021-11-01 13:30:00+00:00,390,40,0,21.2
2021-11-01 13:40:00+00:00,383,39,0,22
2021-11-01 13:45:00+00:00,390,39,0,22
2021-11-01 13:55:00+00:00,385,40,0,20.7
2021-11-01 14:05:00+00:00,406,39,0,21
2021-11-01 14:10:00+00:00,388,40,0,20.7
2021-11-01 14:20:00+00:00,408,39,0,21.4
2021-11-01 14:30:00+00:00,386,39,0,20.8
2021-11-01 14:45:00+00:00,384,39,0,21.4
2021-11-01 14:55:00+00:00,382,40,0,20.4
2021-11-01 15:10:00+00:00,384,39,0,20.6
2021-11-01 15:20:00+00:00,409,39,0,21.3
2021-11-01 15:30:00+00:00,394,39,0,20.7
2021-11-01 15:35:00+00:00,399,39,0,20.7
2021-11-01 15:45:00+00:00,390,39,0,21.6
2021-11-01 15:55:00+00:00,390,38,0,22
2021-11-01 16:00:00+00:00,389,38,0,22.1
2021-11-01 16:10:00+00:00,390,39,0,20.9
2021-11-01 16:35:00+00:00,390,39,0,20.9
2021-11-01 16:45:00+00:00,387,39,0,21
2021-11-01 17:00:00+00:00,382,40,0,20.5
2021-11-01 17:10:00+00:00,390,40,0,20.6
2021-11-01 17:20:00+00:00,410,39,0,21
2021-11-01 17:25:00+00:00,388,39,0,21.2
2021-11-01 17:35:00+00:00,391,38,0,21.7
2021-11-01 17:45:00+00:00,390,40,0,20.8
2021-11-01 17:50:00+00:00,390,40,0,20.8
2021-11-01 18:00:00+00:00,395,40,0,20.4
2021-11-01 18:05:00+00:00,398,40,0,20.4
2021-11-01 18:15:00+00:00,419,40,0,20.5
2021-11-01 18:30:00+00:00,392,39,0,21.3
2021-11-01 18:40:00+00:00,416,40,0,20.8
2021-11-01 18:45:00+00:00,418,40,0,20.9
2021-11-01 19:10:00+00:00,416,41,0,19.7
2021-11-01 19:20:00+00:00,415,40,0,21
2021-11-01 19:25:00+00:00,392,39,0,21
2021-11-01 19:35:00+00:00,390,38,0,21.7
2021-11-01 19:50:00+00:00,411,40,0,20.4
2021-11-01 20:05:00+00:00,391,41,0,20.1
2021-11-01 20:15:00+00:00,391,41,0,20
2021-11-01 20:30:00+00:00,389,41,0,19.9
2021-11-01 20:40:00+00:00,396,41,0,20.3
2021-11-01 20:45:00+00:00,391,41,0,20.1
2021-11-01 20:55:00+00:00,415,41,0,20
2021-11-01 21:10:00+00:00,392,41,0,19.6
2021-11-01 21:20:00+00:00,393,41,0,19.8
2021-11-01 21:35:00+00:00,390,40,0,20.8
2021-11-01 21:45:00+00:00,394,39,0,21.2
2021-11-01 21:50:00+00:00,420,39,0,20.9
2021-11-01 22:00:00+00:00,417,39,0,20.7
2021-11-01 22:15:00+00:00,390,39,0,20.9
2021-11-01 22:25:00+00:00,394,38,0,21.8
2021-11-01 22:40:00+00:00,391,39,0,20.6
2021-11-01 22:55:00+00:00,390,40,0,20.2
2021-11-01 23:00:00+00:00,390,40,0,20.4
2021-11-01 23:10:00+00:00,390,39,0,20.6
2021-11-01 23:25:00+00:00,417,40,0,20.2
2021-11-01 23:35:00+00:00,398,40,0,20.1
2021-11-01 23:50:00+00:00,389,41,0,19.6
2021-11-02 00:05:00+00:00,388,41,0,19.5
2021-11-02 00:15:00+00:00,388,39,0,21.1
2021-11-02 00:30:00+00:00,410,40,0,20.1
2021-11-02 00:40:00+00:00,390,40,0,19.7
2021-11-02 00:55:00+00:00,390,38,0,21.2
2021-11-02 01:05:00+00:00,403,39,0,20.2
2021-11-02 01:10:00+00:00,386,39,0,20.3
2021-11-02 01:20:00+00:00,406,40,0,19.9
2021-11-02 01:30:00+00:00,390,39,0,20.6
2021-11-02 01:35:00+00:00,390,39,0,20.3
2021-11-02 01:45:00+00:00,390,39,0,20.4
2021-11-02 02:00:00+00:00,417,39,0,20.7
2021-11-02 02:10:00+00:00,389,40,0,19.9
2021-11-02 02:25:00+00:00,390,38,0,21.4
2021-11-02 02:35:00+00:00,389,40,0,20.2
2021-11-02 02:50:00+00:00,391,41,0,19.7
2021-11-02 03:00:00+00:00,393,40,0,20.1
2021-11-02 03:15:00+00:00,390,41,0,19.8
2021-11-02 03:30:00+00:00,390,39,0,21.4
2021-11-02 03:40:00+00:00,389,39,0,20.9
2021-11-02 03:55:00+00:00,414,40,0,21.1
2021-11-02 04:05:00+00:00,390,41,0,20.3
2021-11-02 04:10:00+00:00,415,41,0,20.2
2021-11-02 04:20:00+00:00,406,42,0,19.6
2021-11-02 04:35:00+00:00,388,40,0,21.1
2021-11-02 04:45:00+00:00,390,42,0,20.2
2021-11-02 05:00:00+00:00,390,40,0,21.6
2021-11-02 05:10:00+00:00,390,39,0,22.1
2021-11-02 05:25:00+00:00,391,41,0,20.6
2021-11-02 05:35:00+00:00,392,39,0,21.9
2021-11-02 05:50:00+00:00,422,41,0,20.6
2021-11-02 06:00:00+00:00,392,40,0,21.1
2021-11-02 06:10:00+00:00,418,43,0,19.1
2021-11-02 06:15:00+00:00,392,43,0,19.1
2021-11-02 06:25:00+00:00,396,42,0,20.6
2021-11-02 06:35:00+00:00,395,43,0,19.8
2021-11-02 06:40:00+00:00,419,42,0,19.9
2021-11-02 06:50:00+00:00,399,43,0,19.6
2021-11-02 07:00:00+00:00,422,41,0,20.7
2021-11-02 07:05:00+00:00,401,41,0,20.5
2021-11-02 07:15:00+00:00,423,42,0,20.4
2021-11-02 07:25:00+00:00,411,42,0,19.7
2021-11-02 07:40:00+00:00,430,42,0,20.1
2021-11-02 07:55:00+00:00,400,41,0,20.5
2021-11-02 08:05:00+00:00,415,42,0,20.4
2021-11-02 08:20:00+00:00,403,41,0,20.5
2021-11-02 08:30:00+00:00,403,42,0,20.5
2021-11-02 08:35:00+00:00,398,42,0,20.6
2021-11-02 08:45:00+00:00,403,42,0,20
2021-11-02 08:55:00+00:00,419,41,0,20.8
2021-11-02 09:00:00+00:00,405,42,0,20.6
2021-11-02 09:10:00+00:00,400,42,0,20.8
2021-11-02 09:25:00+00:00,411,43,0,19.8
2021-11-02 09:35:00+00:00,397,43,0,20.4
2021-11-02 09:50:00+00:00,396,44,0,20.2
2021-11-02 10:05:00+00:00,421,44,0,19.6
2021-11-02 10:15:00+00:00,419,43,0,20.8
2021-11-02 10:30:00+00:00,417,44,0,20.4
2021-11-02 10:40:00+00:00,421,44,0,20.3
2021-11-02 10:45:00+00:00,394,44,0,20.1
2021-11-02 10:55:00+00:00,416,43,0,20.8
2021-11-02 11:10:00+00:00,419,43,0,20.8
2021-11-02 11:20:00+00:00,391,42,0,21.6
2021-11-02 11:25:00+00:00,391,42,0,21.4
2021-11-02 11:35:00+00:00,394,43,0,20.9
2021-11-02 11:50:00+00:00,397,43,0,21
2021-11-02 12:00:00+00:00,403,42,0,21.5
2021-11-02 12:15:00+00:00,395,41,0,22.1
2021-11-02 12:30:00+00:00,392,42,0,21.3
2021-11-02 12:40:00+00:00,395,42,0,21.1
2021-11-02 12:55:00+00:00,390,40,0,22
2021-11-02 13:10:00+00:00,416,42,0,21.1
2021-11-02 13:20:00+00:00,390,42,0,21
2021-11-02 13:35:00+00:00,390,42,0,21
2021-11-02 13:45:00+00:00,403,42,0,20.6
2021-11-02 13:50:00+00:00,387,42,0,20.6
2021-11-02 14:00:00+00:00,387,41,0,21
2021-11-02 14:15:00+00:00,412,42,0,21.2
2021-11-02 14:30:00+00:00,386,42,0,20.3
2021-11-02 14:40:00+00:00,413,42,0,21.3
2021-11-02 14:55:00+00:00,469,41,0,22.1
2021-11-02 15:05:00+00:00,613,44,0,21.3
2021-11-02 15:10:00+00:00,625,44,0,21.2
2021-11-02 15:20:00+00:00,574,43,0,21.6
2021-11-02 15:35:00+00:00,565,44,0,21.1
2021-11-02 15:45:00+00:00,566,43,0,21.5
2021-11-02 16:00:00+00:00,495,42,0,21.8
2021-11-02 16:15:00+00:00,502,41,0,22.6
2021-11-02 16:25:00+00:00,453,40,0,22.9
2021-11-02 16:40:00+00:00,472,41,0,21.9
2021-11-02 16:50:00+00:00,467,41,0,21.9
2021-11-02 16:55:00+00:00,450,41,0,21.8
2021-11-02 17:05:00+00:00,434,41,0,21.6
2021-11-02 17:10:00+00:00,465,41,0,21.5
2021-11-02 17:20:00+00:00,457,41,0,21.4
2021-11-02 17:35:00+00:00,423,41,0,21.3
2021-11-02 17:45:00+00:00,446,41,0,21.3
2021-11-02 17:50:00+00:00,417,41,0,21.2
2021-11-02 18:00:00+00:00,448,42,0,21.1
2021-11-02 18:15:00+00:00,424,40,0,22
2021-11-02 18:25:00+00:00,424,41,0,21.6
2021-11-02 18:40:00+00:00,424,42,0,21.3
2021-11-02 18:55:00+00:00,425,41,0,21.1
2021-11-02 19:05:00+00:00,426,41,0,21.5
2021-11-02 19:20:00+00:00,454,41,0,21.4
2021-11-02 19:30:00+00:00,428,41,0,21.3
2021-11-02 19:35:00+00:00,457,41,0,21.2
2021-11-02 19:45:00+00:00,428,41,0,21
2021-11-02 20:00:00+00:00,428,41,0,20.7
2021-11-02 20:10:00+00:00,458,41,0,20.9
2021-11-02 20:25:00+00:00,432,42,0,19.8
2021-11-02 20:35:00+00:00,461,42,0,20.1
2021-11-02 20:40:00+00:00,427,42,0,20.1
2021-11-02 20:50:00+00:00,434,42,0,20.3
2021-11-02 21:05:00+00:00,456,40,0,21.1
2021-11-02 21:15:00+00:00,479,40,0,20.7
2021-11-02 21:30:00+00:00,449,40,0,20.7
2021-11-02 21:45:00+00:00,447,38,0,21.8
2021-11-02 21:55:00+00:00,471,38,0,22.1
2021-11-02 22:00:00+00:00,472,38,0,22.1
2021-11-02 22:10:00+00:00,437,39,0,21.4
2021-11-02 22:25:00+00:00,440,39,0,21
2021-11-02 22:40:00+00:00,431,38,0,21.6
2021-11-02 22:50:00+00:00,428,38,0,21.7
2021-11-02 23:00:00+00:00,431,39,0,20.8
2021-11-02 23:10:00+00:00,431,39,0,20.7
2021-11-02 23:25:00+00:00,431,38,0,21.2
2021-11-02 23:40:00+00:00,432,39,0,20.8
2021-11-02 23:50:00+00:00,445,39,0,20.5
2021-11-03 00:05:00+00:00,435,39,0,19.9
2021-11-03 00:15:00+00:00,434,39,0,20
2021-11-03 00:20:00+00:00,435,39,0,20
2021-11-03 00:30:00+00:00,427,38,0,20.4
2021-11-03 00:45:00+00:00,426,38,0,20.7
2021-11-03 00:55:00+00:00,453,37,0,21.2
2021-11-03 01:25:00+00:00,420,38,0,20
2021-11-03 01:35:00+00:00,445,38,0,20.5
2021-11-03 01:45:00+00:00,417,38,0,20
2021-11-03 01:55:00+00:00,420,38,0,20.6
2021-11-03 02:00:00+00:00,,38,0,19.9
2021-11-03 02:05:00+00:00,413,38,0,19.8
2021-11-03 02:10:00+00:00,414,39,0,19.2
2021-11-03 02:15:00+00:00,414,39,0,19.1
2021-11-03 02:20:00+00:00,418,39,0,19.9
2021-11-03 02:25:00+00:00,443,39,0,19.8
2021-11-03 02:30:00+00:00,415,39,0,19.7
2021-11-03 02:45:00+00:00,442,39,0,19.7
2021-11-03 02:55:00+00:00,439,39,0,19.9
2021-11-03 03:10:00+00:00,434,38,0,20.6
2021-11-03 03:20:00+00:00,440,38,0,20
2021-11-03 03:35:00+00:00,415,38,0,20.1
2021-11-03 03:45:00+00:00,413,40,0,19.4
2021-11-03 04:00:00+00:00,414,39,0,19.7
2021-11-03 04:10:00+00:00,438,37,0,21.2
2021-11-03 04:20:00+00:00,439,38,0,20.8
2021-11-03 04:25:00+00:00,416,38,0,20.6
2021-11-03 04:35:00+00:00,441,38,0,21.1
2021-11-03 04:45:00+00:00,417,39,0,20.5
2021-11-03 04:50:00+00:00,414,39,0,20.6
2021-11-03 05:00:00+00:00,440,39,0,20.5
2021-11-03 05:10:00+00:00,418,39,0,20.5
2021-11-03 05:25:00+00:00,446,39,0,20.7
2021-11-03 05:35:00+00:00,429,40,0,19.8
2021-11-03 05:50:00+00:00,439,40,0,20.5
2021-11-03 06:00:00+00:00,449,39,0,20.4
2021-11-03 06:15:00+00:00,420,39,0,21
2021-11-03 06:25:00+00:00,423,40,0,20.4
2021-11-03 06:40:00+00:00,424,38,0,21.8
2021-11-03 06:50:00+00:00,461,39,0,21.1
2021-11-03 07:05:00+00:00,447,39,0,20.8
2021-11-03 07:15:00+00:00,437,39,0,20.7
2021-11-03 07:20:00+00:00,461,39,0,20.6
2021-11-03 07:30:00+00:00,461,40,0,20.3
2021-11-03 07:40:00+00:00,465,40,0,20.2
2021-11-03 07:55:00+00:00,440,40,0,20.5
2021-11-03 08:05:00+00:00,461,38,0,21.7
2021-11-03 08:20:00+00:00,433,39,0,20.8
2021-11-03 08:30:00+00:00,430,39,0,21.2
2021-11-03 08:45:00+00:00,438,40,0,20.4
2021-11-03 08:55:00+00:00,426,40,0,20.6
2021-11-03 09:10:00+00:00,475,39,0,21.2
2021-11-03 09:20:00+00:00,471,38,0,21.5
2021-11-03 09:35:00+00:00,437,39,0,21.4
2021-11-03 09:45:00+00:00,468,39,0,21.2
2021-11-03 10:00:00+00:00,435,39,0,21.6
2021-11-03 10:10:00+00:00,471,39,0,21.5
2021-11-03 10:25:00+00:00,478,39,0,21.5
2021-11-03 10:35:00+00:00,564,40,0,21.4
2021-11-03 10:50:00+00:00,614,40,0,21.4
2021-11-03 11:00:00+00:00,684,41,0,21.5
2021-11-03 11:15:00+00:00,625,41,0,21.6
2021-11-03 11:25:00+00:00,632,40,0,22
2021-11-03 11:30:00+00:00,600,40,0,21.9
2021-11-03 11:40:00+00:00,581,40,0,22.1
2021-11-03 11:50:00+00:00,556,40,0,22.2
2021-11-03 12:05:00+00:00,564,40,0,22
2021-11-03 12:15:00+00:00,549,39,0,22.9
2021-11-03 12:20:00+00:00,522,39,0,22.9
2021-11-03 12:30:00+00:00,526,39,0,23.2
2021-11-03 12:40:00+00:00,543,39,0,23.4
2021-11-03 12:45:00+00:00,554,39,0,23.4
2021-11-03 12:55:00+00:00,552,39,0,22.8
2021-11-03 13:05:00+00:00,547,39,0,23
2021-11-03 13:10:00+00:00,523,39,0,22.9
2021-11-03 13:20:00+00:00,500,39,0,22.9
2021-11-03 13:30:00+00:00,518,40,0,22.4
2021-11-03 13:45:00+00:00,497,40,0,22.6
2021-11-03 13:55:00+00:00,525,40,0,22.4
2021-11-03 14:10:00+00:00,486,40,0,22.4
2021-11-03 14:20:00+00:00,484,39,0,22.5
2021-11-03 14:30:00+00:00,486,40,0,22.4
2021-11-03 14:35:00+00:00,466,39,0,22.5
2021-11-03 14:45:00+00:00,487,39,0,22.2
2021-11-03 14:55:00+00:00,445,39,0,22.2
2021-11-03 15:00:00+00:00,446,39,0,22.1
2021-11-03 15:10:00+00:00,464,38,0,22.6
2021-11-03 15:20:00+00:00,439,38,0,22.6
2021-11-03 15:25:00+00:00,485,39,0,22.6
2021-11-03 15:35:00+00:00,573,40,0,22.5
2021-11-03 15:45:00+00:00,632,40,0,22.5
2021-11-03 15:50:00+00:00,646,40,0,22.6
2021-11-03 16:00:00+00:00,577,39,0,23.4
2021-11-03 16:10:00+00:00,578,39,0,23.3
2021-11-03 16:15:00+00:00,553,38,0,23.2
2021-11-03 16:25:00+00:00,510,40,0,21.9
2021-11-03 16:40:00+00:00,487,39,0,22.3
2021-11-03 16:50:00+00:00,505,39,0,22.2
2021-11-03 17:05:00+00:00,451,40,0,21.2
2021-11-03 17:15:00+00:00,466,41,0,20.6
2021-11-03 17:25:00+00:00,479,40,0,21.2
2021-11-03 17:30:00+00:00,462,40,0,21.1
2021-11-03 17:40:00+00:00,467,41,0,20.4
2021-11-03 18:40:00+00:00,413,38,0,21
2021-11-03 18:50:00+00:00,417,39,0,20.6
2021-11-03 19:05:00+00:00,431,40,0,19.8
2021-11-03 19:15:00+00:00,414,39,0,20.3
2021-11-03 19:25:00+00:00,412,39,0,19.5
2021-11-03 19:30:00+00:00,425,40,0,19.5
2021-11-03 19:40:00+00:00,410,39,0,20
2021-11-03 19:55:00+00:00,407,39,0,19.3
2021-11-03 20:05:00+00:00,410,38,0,20.3
2021-11-03 20:20:00+00:00,412,38,0,20.1
2021-11-03 20:30:00+00:00,414,38,0,20.4
2021-11-03 20:45:00+00:00,447,39,0,19.8
2021-11-03 21:00:00+00:00,443,38,0,20.4
2021-11-03 21:10:00+00:00,408,37,0,20.6
2021-11-03 21:25:00+00:00,436,38,0,20.3
2021-11-03 21:35:00+00:00,436,37,0,20.6
2021-11-03 21:50:00+00:00,407,36,0,20.8
2021-11-03 22:00:00+00:00,409,36,0,20.6
2021-11-03 22:15:00+00:00,437,35,0,21.2
2021-11-03 22:25:00+00:00,432,36,0,20.1
2021-11-03 22:40:00+00:00,438,36,0,20.7
2021-11-03 22:50:00+00:00,421,35,0,21.6
2021-11-03 23:10:00+00:00,407,34,0,21.9
2021-11-03 23:25:00+00:00,413,35,0,21
2021-11-03 23:35:00+00:00,411,35,0,20.9
2021-11-03 23:50:00+00:00,438,35,0,20.8
2021-11-04 00:15:00+00:00,435,34,0,21
2021-11-04 00:25:00+00:00,434,36,0,19.8
2021-11-04 00:30:00+00:00,412,36,0,19.8
2021-11-04 00:40:00+00:00,421,35,0,20
2021-11-04 00:55:00+00:00,407,35,0,20.2
2021-11-04 01:05:00+00:00,405,35,0,20.7
2021-11-04 01:10:00+00:00,406,34,0,20.6
2021-11-04 01:20:00+00:00,435,35,0,19.8
2021-11-04 01:35:00+00:00,410,35,0,20.3
2021-11-04 01:45:00+00:00,433,35,0,20.4
2021-11-04 01:50:00+00:00,434,34,0,20.3
2021-11-04 02:00:00+00:00,433,35,0,20.2
2021-11-04 02:15:00+00:00,433,34,0,20.5
2021-11-04 02:25:00+00:00,403,35,0,20
2021-11-04 02:40:00+00:00,405,34,0,20.8
2021-11-04 02:50:00+00:00,412,34,0,20.2
2021-11-04 03:05:00+00:00,408,34,0,20.4
2021-11-04 03:15:00+00:00,407,35,0,19.4
2021-11-04 03:30:00+00:00,432,34,0,20.1
2021-11-04 03:40:00+00:00,409,34,0,20.5
2021-11-04 03:55:00+00:00,411,33,0,21.6
2021-11-04 04:05:00+00:00,439,33,0,20.4
2021-11-04 04:20:00+00:00,441,33,0,20.8
2021-11-04 04:30:00+00:00,411,32,0,21.3
2021-11-04 04:45:00+00:00,415,33,0,20.4
2021-11-04 04:55:00+00:00,446,33,0,19.9
2021-11-04 05:10:00+00:00,442,33,0,20.1
2021-11-04 05:20:00+00:00,418,34,0,19.8
2021-11-04 05:25:00+00:00,447,34,0,20
2021-11-04 05:35:00+00:00,441,34,0,19.7
2021-11-04 05:50:00+00:00,418,34,0,19.6
2021-11-04 06:00:00+00:00,420,34,0,19.8
2021-11-04 06:05:00+00:00,411,33,0,20
2021-11-04 06:15:00+00:00,419,34,0,19.8
2021-11-04 06:30:00+00:00,420,34,0,19.8
2021-11-04 06:40:00+00:00,424,33,0,20.6
2021-11-04 06:55:00+00:00,427,33,0,20.1
2021-11-04 07:10:00+00:00,428,33,0,20.1
2021-11-04 07:20:00+00:00,430,34,0,19.8
2021-11-04 07:35:00+00:00,426,34,0,19.4
2021-11-04 07:45:00+00:00,454,34,0,19.4
2021-11-04 07:50:00+00:00,429,34,0,19.5
2021-11-04 08:00:00+00:00,424,33,0,20.1
2021-11-04 08:15:00+00:00,428,34,0,19.6
2021-11-04 08:25:00+00:00,454,35,0,18.6
2021-11-04 08:30:00+00:00,458,35,0,18.6
2021-11-04 08:40:00+00:00,426,35,0,19.1
2021-11-04 08:55:00+00:00,426,34,0,20.3
2021-11-04 09:05:00+00:00,604,35,0,20.5
2021-11-04 09:20:00+00:00,673,35,0,20.5
2021-11-04 09:30:00+00:00,612,37,0,19.5
2021-11-04 09:35:00+00:00,566,36,0,19.6
2021-11-04 09:45:00+00:00,486,36,0,19.9
2021-11-04 10:00:00+00:00,437,37,0,19.1
2021-11-04 10:10:00+00:00,428,35,0,20.3
2021-11-04 10:25:00+00:00,435,37,0,19
2021-11-04 10:40:00+00:00,553,38,0,19.5
2021-11-04 10:50:00+00:00,595,41,0,20
2021-11-04 11:05:00+00:00,589,42,0,19.5
2021-11-04 11:15:00+00:00,547,42,0,20.3
2021-11-04 11:20:00+00:00,577,42,0,20.1
2021-11-04 11:30:00+00:00,590,45,0,20.7
2021-11-04 11:45:00+00:00,600,45,0,21.6
2021-11-04 12:05:00+00:00,497,45,0,21.2
2021-11-04 12:10:00+00:00,501,43,0,21.2
2021-11-04 12:20:00+00:00,459,45,0,19.6
2021-11-04 12:30:00+00:00,470,43,0,20.8
2021-11-04 12:40:00+00:00,524,44,0,19.6
2021-11-04 12:45:00+00:00,516,44,0,19.8
2021-11-04 12:55:00+00:00,563,44,0,20.4
2021-11-04 13:05:00+00:00,493,44,0,20.7
2021-11-04 13:15:00+00:00,464,43,0,20.3
2021-11-04 13:20:00+00:00,458,43,0,20.4
2021-11-04 13:30:00+00:00,437,42,0,20.6
2021-11-04 13:40:00+00:00,421,40,0,21.7
2021-11-04 13:55:00+00:00,418,39,0,21.1
2021-11-04 14:05:00+00:00,410,39,0,21.1
2021-11-04 14:15:00+00:00,406,38,0,21
2021-11-04 14:20:00+00:00,419,38,0,21.2
2021-11-04 14:30:00+00:00,403,36,0,22
2021-11-04 14:40:00+00:00,408,36,0,21.5
2021-11-04 14:55:00+00:00,401,37,0,20.4
2021-11-04 15:05:00+00:00,401,36,0,21
2021-11-04 15:10:00+00:00,400,36,0,20.9
2021-11-04 15:20:00+00:00,428,35,0,21.4
2021-11-04 15:30:00+00:00,402,35,0,21
2021-11-04 15:40:00+00:00,429,34,0,22.2
2021-11-04 15:45:00+00:00,432,34,0,22.3
2021-11-04 15:55:00+00:00,402,33,0,21.9
2021-11-04 16:05:00+00:00,405,34,0,21
2021-11-04 16:20:00+00:00,408,34,0,21
2021-11-04 16:30:00+00:00,436,34,0,21
2021-11-04 16:40:00+00:00,407,33,0,21.5
2021-11-04 16:55:00+00:00,440,34,0,21.4
2021-11-04 17:05:00+00:00,444,34,0,21.3
2021-11-04 17:15:00+00:00,416,34,0,21
2021-11-04 17:20:00+00:00,421,34,0,20.8
2021-11-04 17:30:00+00:00,448,35,0,20.1
2021-11-04 17:40:00+00:00,415,35,0,20.4
2021-11-04 17:55:00+00:00,420,34,0,20.8
2021-11-04 18:00:00+00:00,421,35,0,20.7
2021-11-04 18:10:00+00:00,419,34,0,21
2021-11-04 18:20:00+00:00,450,35,0,20.5
2021-11-04 18:35:00+00:00,444,34,0,21.4
2021-11-04 18:45:00+00:00,425,33,0,21.9
2021-11-04 18:55:00+00:00,448,34,0,21.4
2021-11-04 19:10:00+00:00,434,34,0,21
2021-11-04 19:20:00+00:00,440,35,0,20.8
2021-11-04 19:35:00+00:00,457,36,0,20.2
2021-11-04 19:45:00+00:00,468,35,0,21
2021-11-04 19:55:00+00:00,429,36,0,20.1
2021-11-04 20:00:00+00:00,432,36,0,20.2
2021-11-04 20:10:00+00:00,429,36,0,20.2
2021-11-04 20:20:00+00:00,454,35,0,21
2021-11-04 20:30:00+00:00,429,35,0,20.6
2021-11-04 20:35:00+00:00,429,35,0,20.5
2021-11-04 20:45:00+00:00,447,35,0,20.4
2021-11-04 20:55:00+00:00,427,36,0,20.4
